Time,Temperature
2024-12-18 02:57:00,4.31 °C
2024-12-18 03:12:00,4.12 °C
2024-12-18 03:27:00,3.89 °C
2024-12-18 03:42:00,3.86 °C
2024-12-18 03:57:00,3.86 °C
2024-12-18 04:13:00,4.07 °C
2024-12-18 04:28:00,3.85 °C
2024-12-18 04:43:00,4.32 °C
2024-12-18 04:58:00,4.52 °C
2024-12-18 05:13:00,4.52 °C
2024-12-18 05:28:00,4.26 °C
2024-12-18 05:44:00,4.31 °C
2024-12-18 05:59:00,5.07 °C
2024-12-18 06:14:00,5.41 °C
2024-12-18 06:29:00,5.41 °C
2024-12-18 06:44:00,5.44 °C
2024-12-18 06:59:00,5.34 °C
2024-12-18 07:15:00,5.19 °C
2024-12-18 07:30:00,5.28 °C
2024-12-18 07:45:00,5.18 °C
2024-12-18 08:00:00,5.14 °C
2024-12-18 08:15:00,5.49 °C
2024-12-18 08:30:00,5.25 °C
2024-12-18 08:46:00,5.52 °C
2024-12-18 09:01:00,5.72 °C
2024-12-18 09:16:00,6.17 °C
2024-12-18 09:31:00,6.62 °C
2024-12-18 09:46:00,7.02 °C
2024-12-18 10:01:00,7.13 °C
2024-12-18 10:16:00,7.51 °C
2024-12-18 10:17:00,7.51 °C
2024-12-18 10:32:00,8.54 °C
2024-12-18 10:47:00,9.59 °C
2024-12-18 11:02:00,9.53 °C
2024-12-18 11:17:00,10.09 °C
2024-12-18 11:32:00,9.69 °C
2024-12-18 11:47:00,9.67 °C
2024-12-18 12:03:00,9.84 °C
2024-12-18 12:18:00,10.1 °C
2024-12-18 12:33:00,10.15 °C
2024-12-18 12:48:00,9.79 °C
2024-12-18 13:03:00,10.38 °C
2024-12-18 13:18:00,10.84 °C
2024-12-18 13:34:00,10.67 °C
2024-12-18 13:49:00,10.63 °C
2024-12-18 14:04:00,12.39 °C
2024-12-18 14:19:00,12.4 °C
2024-12-18 14:34:00,10.63 °C
2024-12-18 14:49:00,10.21 °C
2024-12-18 15:05:00,10.21 °C
2024-12-18 15:20:00,10.51 °C
2024-12-18 15:35:00,10.97 °C
2024-12-18 15:50:00,10.84 °C
2024-12-18 16:05:00,10.85 °C
2024-12-18 16:20:00,10.76 °C
2024-12-18 16:36:00,9.04 °C
2024-12-18 16:51:00,11.55 °C
2024-12-18 17:06:00,11.54 °C
2024-12-18 17:21:00,11.54 °C
2024-12-18 17:36:00,8.75 °C
2024-12-18 17:51:00,8.26 °C
2024-12-18 18:06:00,8.19 °C
2024-12-18 18:07:00,8.19 °C
2024-12-18 18:22:00,8.19 °C
2024-12-18 18:37:00,8.19 °C
2024-12-18 18:52:00,8.13 °C
2024-12-18 19:07:00,8.13 °C
2024-12-18 19:22:00,8.13 °C
2024-12-18 19:37:00,8.62 °C
2024-12-18 19:53:00,8.62 °C
2024-12-18 20:08:00,8.62 °C
2024-12-18 20:23:00,8.68 °C
2024-12-18 20:38:00,8.49 °C
2024-12-18 20:53:00,9.6 °C
2024-12-18 21:08:00,10.15 °C
2024-12-18 21:24:00,8.64 °C
